variant,item_id,subject,difficulty,question,answer,prediction_initial,confidence_initial,prediction_final,confidence_final,outcome,revision_action,citation_score_initial,fact_score_initial,citation_score_final,fact_score_final,hallucination,abstention,overconfident_error,unsupported_citation,misinformation_event,self_corrected
baseline,Q0147,biology,easy,Basic unit of life (variant 6)?,Cell,Cell,0.909,Cell,0.917,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0148,biology,easy,Photosynthesis mainly occurs in (variant 6)?,Chloroplast,Chloroplast,0.761,Chloroplast,0.769,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0149,biology,easy,Which molecule carries genetic information (variant 6)?,DNA,Protein,0.931,Protein,0.931,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0150,biology,medium,Humans typically have how many chromosomes (variant 6)?,46,44,0.856,44,0.856,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0151,biology,easy,DNA stands for (variant 7)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.866,Deoxyribonucleic acid,0.874,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0152,biology,easy,Basic unit of life (variant 7)?,Cell,Cell,0.742,Cell,0.75,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0153,biology,easy,Photosynthesis mainly occurs in (variant 7)?,Chloroplast,Chloroplast,0.99,Chloroplast,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0154,biology,easy,Which molecule carries genetic information (variant 7)?,DNA,ABSTAIN,0.464,ABSTAIN,0.464,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0155,biology,medium,Humans typically have how many chromosomes (variant 7)?,46,ABSTAIN,0.383,ABSTAIN,0.383,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0156,biology,easy,DNA stands for (variant 8)?,Deoxyribonucleic acid,Deoxyribonucleic acid,0.973,Deoxyribonucleic acid,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0157,biology,easy,Basic unit of life (variant 8)?,Cell,Cell,0.905,Cell,0.913,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0158,biology,easy,Photosynthesis mainly occurs in (variant 8)?,Chloroplast,Chloroplast,0.791,Chloroplast,0.799,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0159,biology,easy,Which molecule carries genetic information (variant 8)?,DNA,ATP,0.987,ATP,0.987,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0160,biology,medium,Humans typically have how many chromosomes (variant 8)?,46,46,0.918,46,0.926,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0161,history,easy,Who was the first President of the United States?,George Washington,George Washington,0.898,George Washington,0.906,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0162,history,easy,World War II ended in which year?,1945,1945,0.799,1945,0.807,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0163,history,medium,The Renaissance began in which region?,Italy,France,0.787,France,0.787,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0164,history,easy,The Great Wall is associated with which country?,China,Korea,0.724,Korea,0.724,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0165,history,easy,The printing press is closely associated with?,Gutenberg,Gutenberg,0.755,Gutenberg,0.763,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0166,history,easy,Who was the first President of the United States (variant 2)?,George Washington,Abraham Lincoln,0.924,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0167,history,easy,World War II ended in which year (variant 2)?,1945,1945,0.88,1945,0.888,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0168,history,medium,The Renaissance began in which region (variant 2)?,Italy,Spain,0.654,Spain,0.654,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0169,history,easy,The Great Wall is associated with which country (variant 2)?,China,China,0.735,China,0.743,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0170,history,easy,The printing press is closely associated with (variant 2)?,Gutenberg,Gutenberg,0.829,Gutenberg,0.837,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0171,history,easy,Who was the first President of the United States (variant 3)?,George Washington,Thomas Jefferson,0.796,Thomas Jefferson,0.796,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0172,history,easy,World War II ended in which year (variant 3)?,1945,1945,0.906,1945,0.914,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0173,history,medium,The Renaissance began in which region (variant 3)?,Italy,Italy,0.778,Italy,0.786,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0174,history,easy,The Great Wall is associated with which country (variant 3)?,China,China,0.902,China,0.91,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0175,history,easy,The printing press is closely associated with (variant 3)?,Gutenberg,Gutenberg,0.894,Gutenberg,0.902,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0176,history,easy,Who was the first President of the United States (variant 4)?,George Washington,George Washington,0.75,George Washington,0.758,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0177,history,easy,World War II ended in which year (variant 4)?,1945,1945,0.764,1945,0.772,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0178,history,medium,The Renaissance began in which region (variant 4)?,Italy,Germany,0.79,Germany,0.79,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0179,history,easy,The Great Wall is associated with which country (variant 4)?,China,China,0.796,China,0.804,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0180,history,easy,The printing press is closely associated with (variant 4)?,Gutenberg,Gutenberg,0.756,Gutenberg,0.764,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0181,history,easy,Who was the first President of the United States (variant 5)?,George Washington,George Washington,0.818,George Washington,0.826,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0182,history,easy,World War II ended in which year (variant 5)?,1945,1945,0.748,1945,0.756,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0183,history,medium,The Renaissance began in which region (variant 5)?,Italy,Italy,0.834,Italy,0.842,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0184,history,easy,The Great Wall is associated with which country (variant 5)?,China,Japan,0.877,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0185,history,easy,The printing press is closely associated with (variant 5)?,Gutenberg,Gutenberg,0.706,Gutenberg,0.714,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0186,history,easy,Who was the first President of the United States (variant 6)?,George Washington,Thomas Jefferson,0.712,Thomas Jefferson,0.712,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0187,history,easy,World War II ended in which year (variant 6)?,1945,1945,0.809,1945,0.817,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0188,history,medium,The Renaissance began in which region (variant 6)?,Italy,ABSTAIN,0.34,ABSTAIN,0.34,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0189,history,easy,The Great Wall is associated with which country (variant 6)?,China,ABSTAIN,0.33,ABSTAIN,0.33,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0190,history,easy,The printing press is closely associated with (variant 6)?,Gutenberg,Newton,0.99,Newton,0.99,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0191,history,easy,Who was the first President of the United States (variant 7)?,George Washington,George Washington,0.772,George Washington,0.78,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0192,history,easy,World War II ended in which year (variant 7)?,1945,ABSTAIN,0.399,ABSTAIN,0.399,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0193,history,medium,The Renaissance began in which region (variant 7)?,Italy,Italy,0.855,Italy,0.863,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0194,history,easy,The Great Wall is associated with which country (variant 7)?,China,ABSTAIN,0.307,ABSTAIN,0.307,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0195,history,easy,The printing press is closely associated with (variant 7)?,Gutenberg,Gutenberg,0.881,Gutenberg,0.889,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0196,history,easy,Who was the first President of the United States (variant 8)?,George Washington,Thomas Jefferson,0.944,Thomas Jefferson,0.944,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0197,history,easy,World War II ended in which year (variant 8)?,1945,1945,0.718,1945,0.726,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0198,history,medium,The Renaissance began in which region (variant 8)?,Italy,Germany,0.679,Germany,0.679,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0199,history,easy,The Great Wall is associated with which country (variant 8)?,China,China,0.74,China,0.748,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0200,history,easy,The printing press is closely associated with (variant 8)?,Gutenberg,Newton,0.707,Newton,0.707,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0201,geography,easy,Largest ocean on Earth?,Pacific,Pacific,0.826,Pacific,0.834,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0202,geography,easy,Capital of Canada?,Ottawa,Ottawa,0.921,Ottawa,0.929,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0203,geography,medium,The Nile flows into which sea?,Mediterranean Sea,Mediterranean Sea,0.885,Mediterranean Sea,0.893,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0204,geography,easy,Mount Everest lies in which mountain range?,Himalayas,Andes,0.84,Andes,0.84,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0205,geography,easy,Sahara is a?,Desert,Mountain,0.637,ABSTAIN,0.437,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0206,geography,easy,Largest ocean on Earth (variant 2)?,Pacific,Pacific,0.743,Pacific,0.751,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0207,geography,easy,Capital of Canada (variant 2)?,Ottawa,Ottawa,0.838,Ottawa,0.846,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0208,geography,medium,The Nile flows into which sea (variant 2)?,Mediterranean Sea,Mediterranean Sea,0.842,Mediterranean Sea,0.85,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0209,geography,easy,Mount Everest lies in which mountain range (variant 2)?,Himalayas,Alps,0.95,Alps,0.95,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0210,geography,easy,Sahara is a (variant 2)?,Desert,Desert,0.906,Desert,0.914,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0211,geography,easy,Largest ocean on Earth (variant 3)?,Pacific,Pacific,0.902,Pacific,0.91,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0212,geography,easy,Capital of Canada (variant 3)?,Ottawa,Ottawa,0.841,Ottawa,0.849,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0213,geography,medium,The Nile flows into which sea (variant 3)?,Mediterranean Sea,Black Sea,0.799,Black Sea,0.799,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0214,geography,easy,Mount Everest lies in which mountain range (variant 3)?,Himalayas,Himalayas,0.811,Himalayas,0.819,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0215,geography,easy,Sahara is a (variant 3)?,Desert,Desert,0.734,Desert,0.742,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0216,geography,easy,Largest ocean on Earth (variant 4)?,Pacific,Indian,0.805,Indian,0.805,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0217,geography,easy,Capital of Canada (variant 4)?,Ottawa,Ottawa,0.778,Ottawa,0.786,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0218,geography,medium,The Nile flows into which sea (variant 4)?,Mediterranean Sea,Arabian Sea,0.908,Arabian Sea,0.908,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0219,geography,easy,Mount Everest lies in which mountain range (variant 4)?,Himalayas,Himalayas,0.71,Himalayas,0.718,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0220,geography,easy,Sahara is a (variant 4)?,Desert,ABSTAIN,0.459,ABSTAIN,0.459,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0221,geography,easy,Largest ocean on Earth (variant 5)?,Pacific,Pacific,0.923,Pacific,0.931,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0222,geography,easy,Capital of Canada (variant 5)?,Ottawa,Toronto,0.957,Toronto,0.957,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0223,geography,medium,The Nile flows into which sea (variant 5)?,Mediterranean Sea,Mediterranean Sea,0.849,Mediterranean Sea,0.857,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0224,geography,easy,Mount Everest lies in which mountain range (variant 5)?,Himalayas,Himalayas,0.89,Himalayas,0.898,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0225,geography,easy,Sahara is a (variant 5)?,Desert,Desert,0.645,Desert,0.653,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0226,geography,easy,Largest ocean on Earth (variant 6)?,Pacific,Atlantic,0.736,ABSTAIN,0.536,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0227,geography,easy,Capital of Canada (variant 6)?,Ottawa,Vancouver,0.903,Vancouver,0.903,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0228,geography,medium,The Nile flows into which sea (variant 6)?,Mediterranean Sea,Red Sea,0.947,Red Sea,0.947,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0229,geography,easy,Mount Everest lies in which mountain range (variant 6)?,Himalayas,Alps,0.911,Alps,0.911,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0230,geography,easy,Sahara is a (variant 6)?,Desert,Desert,0.793,Desert,0.801,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0231,geography,easy,Largest ocean on Earth (variant 7)?,Pacific,Pacific,0.852,Pacific,0.86,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0232,geography,easy,Capital of Canada (variant 7)?,Ottawa,Toronto,0.882,Toronto,0.882,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0233,geography,medium,The Nile flows into which sea (variant 7)?,Mediterranean Sea,Arabian Sea,0.707,Arabian Sea,0.707,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0234,geography,easy,Mount Everest lies in which mountain range (variant 7)?,Himalayas,ABSTAIN,0.499,ABSTAIN,0.499,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0235,geography,easy,Sahara is a (variant 7)?,Desert,Mountain,0.959,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0236,geography,easy,Largest ocean on Earth (variant 8)?,Pacific,Pacific,0.819,Pacific,0.827,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0237,geography,easy,Capital of Canada (variant 8)?,Ottawa,Ottawa,0.752,Ottawa,0.76,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0238,geography,medium,The Nile flows into which sea (variant 8)?,Mediterranean Sea,Black Sea,0.849,Black Sea,0.849,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0239,geography,easy,Mount Everest lies in which mountain range (variant 8)?,Himalayas,Himalayas,0.782,Himalayas,0.79,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0240,geography,easy,Sahara is a (variant 8)?,Desert,Desert,0.902,Desert,0.91,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0241,computer_science,easy,CPU stands for?,Central Processing Unit,Control Processing Unit,0.959,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0242,computer_science,easy,Binary uses which digits?,0 and 1,0 and 1,0.809,0 and 1,0.817,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0243,computer_science,easy,What does RAM stand for?,Random Access Memory,Run Active Memory,0.99,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0244,computer_science,easy,HTTP is primarily used for?,Web communication,Database design,0.975,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0245,computer_science,medium,Which data structure follows FIFO?,Queue,Queue,0.762,Queue,0.77,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0246,computer_science,easy,CPU stands for (variant 2)?,Central Processing Unit,Central Processing Unit,0.764,Central Processing Unit,0.772,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0247,computer_science,easy,Binary uses which digits (variant 2)?,0 and 1,0 and 1,0.928,0 and 1,0.936,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0248,computer_science,easy,What does RAM stand for (variant 2)?,Random Access Memory,Random Access Memory,0.788,Random Access Memory,0.796,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0249,computer_science,easy,HTTP is primarily used for (variant 2)?,Web communication,Web communication,0.832,Web communication,0.84,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0250,computer_science,medium,Which data structure follows FIFO (variant 2)?,Queue,Queue,0.941,Queue,0.949,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0251,computer_science,easy,CPU stands for (variant 3)?,Central Processing Unit,Control Processing Unit,0.804,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0252,computer_science,easy,Binary uses which digits (variant 3)?,0 and 1,0 and 1,0.785,0 and 1,0.793,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0253,computer_science,easy,What does RAM stand for (variant 3)?,Random Access Memory,Random Access Memory,0.767,Random Access Memory,0.775,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0254,computer_science,easy,HTTP is primarily used for (variant 3)?,Web communication,Web communication,0.886,Web communication,0.894,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0255,computer_science,medium,Which data structure follows FIFO (variant 3)?,Queue,Queue,0.87,Queue,0.878,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0256,computer_science,easy,CPU stands for (variant 4)?,Central Processing Unit,Central Processing Unit,0.918,Central Processing Unit,0.926,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0257,computer_science,easy,Binary uses which digits (variant 4)?,0 and 1,0 and 1,0.833,0 and 1,0.841,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0258,computer_science,easy,What does RAM stand for (variant 4)?,Random Access Memory,Random Access Memory,0.933,Random Access Memory,0.941,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0259,computer_science,easy,HTTP is primarily used for (variant 4)?,Web communication,Web communication,0.796,Web communication,0.804,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0260,computer_science,medium,Which data structure follows FIFO (variant 4)?,Queue,ABSTAIN,0.478,ABSTAIN,0.478,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0261,computer_science,easy,CPU stands for (variant 5)?,Central Processing Unit,Central Program Utility,0.739,Central Program Utility,0.739,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0262,computer_science,easy,Binary uses which digits (variant 5)?,0 and 1,0 and 1,0.756,0 and 1,0.764,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0263,computer_science,easy,What does RAM stand for (variant 5)?,Random Access Memory,Random Access Memory,0.828,Random Access Memory,0.836,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0264,computer_science,easy,HTTP is primarily used for (variant 5)?,Web communication,Image editing,0.976,ABSTAIN,0.6,abstained,abstained_after_check,1.0,0.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0265,computer_science,medium,Which data structure follows FIFO (variant 5)?,Queue,Queue,0.98,Queue,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0266,computer_science,easy,CPU stands for (variant 6)?,Central Processing Unit,Control Processing Unit,0.832,Control Processing Unit,0.832,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0267,computer_science,easy,Binary uses which digits (variant 6)?,0 and 1,1 and 2,0.733,1 and 2,0.733,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0268,computer_science,easy,What does RAM stand for (variant 6)?,Random Access Memory,Random Access Memory,0.774,Random Access Memory,0.782,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0269,computer_science,easy,HTTP is primarily used for (variant 6)?,Web communication,Web communication,0.879,Web communication,0.887,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0270,computer_science,medium,Which data structure follows FIFO (variant 6)?,Queue,Tree,0.677,Tree,0.677,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,0,0
baseline,Q0271,computer_science,easy,CPU stands for (variant 7)?,Central Processing Unit,ABSTAIN,0.352,ABSTAIN,0.352,abstained,kept,1.0,1.0,1.0,1.0,0,1,0,0,0,0
baseline,Q0272,computer_science,easy,Binary uses which digits (variant 7)?,0 and 1,0 and 1,0.852,0 and 1,0.86,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0273,computer_science,easy,What does RAM stand for (variant 7)?,Random Access Memory,Random Access Memory,0.857,Random Access Memory,0.865,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0274,computer_science,easy,HTTP is primarily used for (variant 7)?,Web communication,Web communication,0.661,Web communication,0.669,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0275,computer_science,medium,Which data structure follows FIFO (variant 7)?,Queue,Queue,0.985,Queue,0.98,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0276,computer_science,easy,CPU stands for (variant 8)?,Central Processing Unit,Central Processing Unit,0.721,Central Processing Unit,0.729,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0277,computer_science,easy,Binary uses which digits (variant 8)?,0 and 1,0 to 9,0.884,0 to 9,0.884,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,1,0,1,0
baseline,Q0278,computer_science,easy,What does RAM stand for (variant 8)?,Random Access Memory,Run Active Memory,0.805,Run Active Memory,0.805,hallucinated,kept,1.0,0.0,1.0,0.0,1,0,0,0,1,0
baseline,Q0279,computer_science,easy,HTTP is primarily used for (variant 8)?,Web communication,Web communication,0.823,Web communication,0.831,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0280,computer_science,medium,Which data structure follows FIFO (variant 8)?,Queue,Queue,0.807,Queue,0.815,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0281,general_science,easy,Earth revolves around the?,Sun,Sun,0.692,Sun,0.7,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0282,general_science,easy,Boiling point of water at sea level?,100°C,100°C,0.745,100°C,0.753,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0283,general_science,easy,Humans breathe in?,Oxygen,Oxygen,0.897,Oxygen,0.905,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
baseline,Q0284,general_science,easy,Which planet is known as the Red Planet?,Mars,Mars,0.752,Mars,0.76,correct,verified,1.0,1.0,1.0,1.0,0,0,0,0,0,0
